resident_id_m,approx_social_grade,country_of_birth_3a,economic_activity_status_10m,ethnic_group_tb_6a,health_in_general,hh_families_type_6a,hours_per_week_worked,in_full_time_education,industry_10a,iol22cd,legal_partnership_status_6a,occupation_10a,region,religion_tb,residence_type,resident_age_7d,sex,usual_short_student
PTS000000374963,2,1,-8,1,1,2,-8,1,-8,-8,-8,-8,E12000001,6,1,1,2,1
PTS000000375746,2,1,4,4,2,2,1,1,5,-8,1,5,E12000001,1,1,2,2,1
PTS000000375205,4,1,6,5,1,2,-8,1,-8,-8,1,-8,E12000001,6,1,2,2,1
PTS000000376099,2,2,4,5,2,5,-8,1,5,-8,1,7,E12000001,2,1,2,2,1
PTS000000374866,-8,1,5,4,2,2,-8,2,8,-8,2,7,E12000001,2,1,7,1,1
PTS000000374477,2,1,1,4,1,3,3,2,8,-8,1,6,E12000001,1,1,4,1,1
PTS000000237953,1,1,1,4,1,2,3,2,7,E13000001,2,2,E12000007,1,1,4,2,1
PTS000000237500,2,1,9,4,1,3,-8,2,5,E13000001,1,7,E12000007,2,1,2,1,1
PTS000000236927,2,2,1,1,2,2,3,2,8,E13000001,2,4,E12000007,9,1,4,2,1
PTS000000236529,2,2,1,1,2,5,2,2,5,E13000001,1,9,E12000007,1,1,5,1,1
PTS000000237846,1,1,1,4,1,3,4,2,7,E13000001,1,2,E12000007,1,1,3,1,1
PTS000000237765,2,1,-8,4,1,4,-8,1,-8,E13000001,-8,-8,E12000007,1,1,1,2,1
PTS000000427492,2,1,1,4,3,2,4,2,7,E13000002,2,4,E12000007,2,1,5,2,1
PTS000000237834,4,-8,-8,-8,-8,3,-8,1,-8,E13000001,-8,-8,E12000007,-8,1,1,2,2
PTS000000428200,-8,1,5,4,3,1,-8,2,7,E13000002,1,6,E12000007,2,1,7,1,1
PTS000000428633,4,1,-8,2,2,2,-8,1,-8,E13000002,-8,-8,E12000007,2,1,1,2,1
PTS000000428791,1,1,-8,1,2,2,-8,-8,-8,E13000002,-8,-8,E12000007,4,1,1,1,1
PTS000000428701,4,1,-8,2,1,4,-8,1,-8,E13000002,-8,-8,E12000007,2,1,1,1,1
PTS000000427344,-8,1,5,4,3,1,-8,2,8,E13000002,5,4,E12000007,2,1,7,1,1
PTS000000427069,-8,1,8,4,2,1,-8,2,8,E13000002,4,6,E12000007,1,1,7,1,1
PTS000000428679,2,1,1,4,2,1,3,2,8,E13000002,4,4,E12000007,2,1,6,1,1
PTS000000590475,2,2,7,5,3,2,-8,2,-8,E13000002,2,-8,E12000007,6,1,7,1,1
PTS000000521893,1,1,6,4,1,2,-8,1,-8,-8,1,-8,E12000001,2,1,2,2,1
PTS000000267049,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000008,2,1,1,2,1
PTS000000163152,-8,1,7,4,3,2,-8,2,7,-8,2,9,E12000006,1,1,6,1,1
PTS000000088044,1,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000013387,-8,1,5,4,2,1,-8,2,4,-8,4,2,E12000008,2,1,7,2,1
PTS000000179601,3,1,7,4,2,2,-8,2,2,-8,2,9,E12000006,9,1,6,1,1
PTS000000087789,3,2,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000597927,4,1,8,4,1,5,-8,2,-8,-8,1,-8,E12000008,1,1,6,1,1
PTS000000602468,2,1,1,4,1,2,3,2,6,-8,1,3,E12000003,1,1,2,1,1
PTS000000178287,-8,1,5,4,3,1,-8,2,5,-8,5,7,E12000005,2,1,7,1,1
PTS000000561248,3,1,1,4,2,2,3,2,5,-8,2,8,E12000003,2,1,5,2,1
PTS000000459144,3,1,1,4,1,2,3,2,7,-8,2,9,E12000009,2,1,5,2,1
PTS000000459140,2,2,1,4,2,2,3,2,8,-8,2,4,E12000009,2,1,4,1,1
PTS000000168441,4,1,8,4,2,1,-8,2,-8,-8,1,-8,E12000004,2,1,5,2,1
PTS000000103831,-8,1,5,4,2,2,-8,2,8,-8,2,9,E12000009,2,1,6,1,1
PTS000000189601,-8,1,5,4,1,3,-8,2,7,-8,4,1,E12000009,2,1,7,2,1
PTS000000108532,4,1,-8,4,1,5,-8,1,-8,-8,-8,-8,E12000004,2,1,1,1,1
PTS000000048766,2,2,4,5,1,4,1,1,7,E13000002,1,9,E12000007,6,1,4,1,1
PTS000000079317,1,1,2,4,1,2,1,2,8,-8,2,2,E12000002,2,1,4,1,1
PTS000000080301,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000121169,1,2,1,4,2,3,3,2,7,-8,1,2,E12000006,2,1,4,2,1
PTS000000236556,-8,2,6,5,1,4,-8,1,-8,E13000001,1,-8,E12000007,1,1,2,1,1
PTS000000563883,1,1,1,4,2,3,2,2,8,-8,1,6,E12000003,2,1,2,1,1
PTS000000497752,-8,1,5,4,2,2,-8,2,5,-8,2,9,E12000009,9,1,7,1,1
PTS000000027938,1,1,1,4,2,2,2,2,8,-8,2,4,E12000008,2,1,5,1,1
PTS000000385766,2,2,2,4,1,2,3,2,7,-8,2,1,E12000006,1,1,6,2,1
PTS000000556718,3,2,2,4,2,2,4,2,4,E13000002,2,9,E12000007,2,1,4,2,1
PTS000000252779,1,1,2,4,1,2,3,2,8,-8,2,2,E12000004,2,1,3,1,1
PTS000000235988,2,1,1,4,2,2,3,2,2,-8,2,3,E12000008,1,1,3,1,1
PTS000000250759,2,1,1,4,1,1,3,2,8,-8,1,4,E12000008,2,1,4,2,1
PTS000000541794,1,2,-8,4,1,2,-8,1,-8,E13000002,-8,-8,E12000007,2,1,1,1,1
PTS000000474667,4,1,-8,4,2,4,-8,1,-8,-8,-8,-8,E12000004,1,1,1,2,1
PTS000000279281,2,1,1,4,1,2,3,2,6,-8,2,9,E12000004,1,1,6,2,1
PTS000000279631,2,2,1,4,3,4,2,2,5,-8,1,7,E12000004,9,1,4,1,1
PTS000000035106,1,1,1,4,1,4,4,2,8,-8,1,2,E12000008,9,1,3,2,1
PTS000000035401,-8,1,5,4,1,2,-8,2,8,-8,2,2,E12000008,1,1,7,1,1
PTS000000004441,2,1,8,4,3,2,-8,2,5,-8,2,6,E12000004,1,1,6,1,1
PTS000000004602,2,1,-8,3,1,4,-8,1,-8,-8,-8,-8,E12000004,1,1,1,1,1
PTS000000553460,3,1,1,4,1,3,3,2,8,-8,1,3,E12000006,1,1,4,1,1
PTS000000534935,-8,1,1,4,2,2,2,2,5,-8,2,8,E12000003,1,1,7,2,1
PTS000000401699,2,1,7,4,2,2,-8,2,9,-8,2,6,E12000008,2,1,6,1,1
PTS000000487225,-8,1,5,4,2,1,-8,2,5,-8,5,7,E12000009,2,1,7,1,1
PTS000000474880,-8,1,5,4,2,2,-8,2,6,-8,2,2,E12000008,5,1,7,2,1
PTS000000193398,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000331721,2,1,-8,1,1,2,-8,1,-8,-8,-8,-8,E12000008,2,1,1,1,1
PTS000000388190,1,1,1,4,2,2,1,2,8,-8,2,2,E12000006,1,1,3,1,1
PTS000000387799,2,1,1,4,2,1,3,2,7,-8,1,4,E12000006,2,1,3,1,1
PTS000000558762,1,1,1,4,1,2,3,2,5,-8,2,3,E12000001,2,1,6,1,1
PTS000000388444,4,1,1,4,1,2,1,2,5,-8,2,7,E12000006,2,1,3,1,1
PTS000000001501,4,-8,-8,-8,-8,2,-8,1,-8,-8,1,-8,E12000009,-8,1,2,2,2
PTS000000188887,-8,1,5,4,3,2,-8,2,-8,-8,2,-8,E12000009,2,1,6,1,1
PTS000000437079,3,1,2,4,2,3,3,2,4,-8,4,5,E12000008,1,1,5,2,1
PTS000000144722,-8,1,5,4,2,2,-8,2,5,-8,2,7,E12000002,2,1,7,2,1
PTS000000220020,-8,1,5,4,3,1,-8,2,7,-8,4,9,E12000001,2,1,7,1,1
PTS000000342835,1,1,1,4,1,2,3,2,6,-8,2,2,E12000008,1,1,3,2,1
PTS000000191091,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000009,2,1,1,1,1
PTS000000191753,4,1,1,4,1,4,3,2,7,-8,1,5,E12000009,9,1,2,2,1
PTS000000344663,4,1,1,4,2,3,3,2,5,-8,1,8,E12000008,2,1,5,2,1
PTS000000064306,-8,2,1,4,1,3,2,2,8,-8,1,2,E12000008,2,1,5,1,1
PTS000000342810,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000449399,2,1,2,4,1,3,4,2,5,-8,1,5,E12000005,9,1,5,2,1
PTS000000343029,1,2,7,1,1,2,-8,2,9,-8,2,4,E12000008,7,1,6,1,1
PTS000000226528,1,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000226759,4,1,-8,4,2,4,-8,1,-8,-8,-8,-8,E12000002,9,1,1,1,1
PTS000000227405,-8,1,5,4,2,2,-8,2,2,-8,2,3,E12000002,1,1,7,2,1
PTS000000471803,-8,1,2,4,1,2,2,2,7,-8,2,1,E12000003,2,1,7,2,1
PTS000000309709,2,1,1,4,1,1,3,2,7,-8,1,3,E12000005,1,1,2,2,1
PTS000000309491,2,1,1,4,1,2,3,2,5,-8,2,2,E12000005,3,1,4,1,1
PTS000000583508,2,2,-8,5,1,2,-8,1,-8,-8,-8,-8,E12000003,6,1,1,1,1
PTS000000060299,1,1,1,4,1,2,4,2,9,E13000002,2,2,E12000007,2,1,6,2,1
PTS000000564304,3,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000529277,1,1,1,4,2,2,3,2,8,-8,2,2,E12000005,1,1,5,1,1
PTS000000188383,-8,1,5,4,2,2,-8,2,8,-8,2,1,E12000009,2,1,6,1,1
PTS000000133805,2,1,1,4,1,3,4,2,4,E13000001,1,1,E12000007,1,1,3,2,1
PTS000000338340,-8,1,1,4,1,2,3,2,7,-8,2,3,E12000008,2,1,6,1,1
PTS000000135033,4,1,9,4,3,1,-8,2,8,E13000001,4,6,E12000007,1,1,6,1,1
PTS000000344576,-8,1,5,4,1,2,-8,2,5,-8,2,1,E12000008,2,1,7,2,1
PTS000000505136,1,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000003,1,1,1,1,1
PTS000000505140,1,1,1,4,1,3,3,2,8,-8,1,1,E12000003,1,1,3,2,1
PTS000000505151,-8,1,1,4,2,2,3,2,8,-8,2,5,E12000003,2,1,7,2,1
PTS000000354968,-8,1,5,4,2,2,-8,2,8,-8,2,9,E12000006,1,1,7,1,1
PTS000000304781,4,1,3,4,1,5,-8,2,9,-8,1,9,E12000003,1,1,2,1,1
PTS000000304118,2,1,1,4,1,2,3,2,9,-8,1,8,E12000003,1,1,2,2,1
PTS000000305099,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000003,1,1,1,1,1
PTS000000311182,4,1,7,4,1,4,-8,2,-8,-8,1,-8,E12000008,2,1,3,1,1
PTS000000365214,1,1,1,4,3,4,3,2,5,-8,1,9,E12000003,9,1,2,2,1
PTS000000364847,1,1,2,4,1,2,2,2,8,-8,2,2,E12000003,8,1,4,1,1
PTS000000089498,1,1,2,4,1,3,1,2,2,-8,4,3,E12000004,2,1,4,2,1
PTS000000318164,-8,1,5,4,2,1,-8,2,8,-8,4,2,E12000008,1,1,7,2,1
PTS000000149020,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000398389,1,1,1,4,1,1,3,2,8,-8,1,2,E12000002,2,1,3,1,1
PTS000000423167,1,1,1,4,1,2,4,2,3,-8,2,2,E12000002,2,1,6,2,1
PTS000000131174,4,1,7,4,2,4,-8,2,5,-8,1,7,E12000005,1,1,2,1,1
PTS000000229137,1,1,1,4,1,1,3,2,7,-8,1,1,E12000008,1,1,4,2,1
PTS000000190156,-8,1,5,4,1,2,-8,2,5,-8,2,9,E12000009,2,1,7,1,1
PTS000000229882,2,1,1,3,2,1,3,2,8,-8,1,4,E12000008,2,1,5,2,1
PTS000000082469,4,1,1,4,2,2,3,2,5,-8,2,9,E12000006,1,1,3,2,1
PTS000000466537,4,2,1,4,1,2,3,2,6,-8,2,8,E12000005,1,1,3,2,1
PTS000000468982,3,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000006,1,1,1,2,1
PTS000000399623,1,1,1,4,1,2,3,2,7,-8,1,5,E12000005,1,1,2,2,1
PTS000000141687,4,1,1,4,2,2,3,2,5,-8,2,7,E12000009,2,1,6,1,1
PTS000000465926,1,2,2,4,2,5,3,2,9,E13000001,1,3,E12000007,5,1,4,1,1
PTS000000466351,2,2,1,4,1,2,3,2,2,E13000001,2,8,E12000007,1,1,3,2,1
PTS000000464229,1,1,1,4,2,1,3,2,7,E13000001,1,2,E12000007,1,1,3,2,1
PTS000000465855,2,2,1,4,1,5,4,2,7,E13000001,1,2,E12000007,1,1,3,1,1
PTS000000170519,3,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000004,2,1,1,2,1
PTS000000266937,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000266581,3,1,7,4,3,2,-8,2,-8,-8,2,-8,E12000008,1,1,3,1,1
PTS000000385070,1,2,1,1,2,2,3,2,7,-8,2,2,E12000006,6,1,4,1,1
PTS000000554663,2,1,1,4,2,2,3,2,2,-8,2,2,E12000002,9,1,4,2,1
PTS000000127887,-8,2,5,4,2,2,-8,2,7,-8,2,4,E12000008,2,1,7,1,1
PTS000000128335,2,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000008,1,1,1,2,1
PTS000000221392,-8,1,5,4,1,2,-8,2,8,-8,2,2,E12000008,2,1,7,1,1
PTS000000046349,1,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000029842,3,2,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,9,1,1,2,1
PTS000000042851,2,1,-8,3,1,3,-8,1,-8,-8,-8,-8,E12000009,1,1,1,2,1
PTS000000030228,-8,1,5,4,2,4,-8,2,4,-8,5,5,E12000005,2,1,7,2,1
PTS000000326560,1,2,6,3,1,4,-8,1,-8,-8,1,-8,E12000002,2,1,2,2,1
PTS000000043359,2,2,3,5,2,2,-8,2,-8,-8,2,-8,E12000008,6,1,5,1,1
PTS000000327292,-8,1,5,4,2,2,-8,2,6,-8,2,6,E12000002,2,1,7,2,1
PTS000000224308,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000006,1,1,1,2,1
PTS000000121978,-8,1,5,4,4,5,-8,2,-8,-8,1,-8,E12000002,2,1,7,2,1
PTS000000547300,1,1,5,4,5,2,-8,2,9,-8,2,2,E12000003,2,1,6,2,1
PTS000000401973,2,1,8,4,4,2,-8,2,5,E13000002,2,7,E12000007,9,1,4,1,1
PTS000000402589,1,1,-8,4,1,2,-8,-8,-8,E13000002,-8,-8,E12000007,6,1,1,2,1
PTS000000577385,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000001,2,1,1,1,1
PTS000000065729,2,1,-8,4,1,4,-8,-8,-8,-8,-8,-8,E12000004,2,1,1,2,1
PTS000000065316,2,1,1,4,1,3,3,2,5,-8,1,8,E12000004,1,1,3,1,1
PTS000000139343,-8,1,5,4,1,4,-8,2,7,-8,2,3,E12000009,1,1,7,1,1
PTS000000102388,1,1,1,4,1,2,3,2,7,-8,1,3,E12000006,1,1,2,1,1
PTS000000066014,-8,1,5,4,1,3,-8,2,-8,-8,4,-8,E12000008,9,1,7,2,1
PTS000000327374,1,1,-8,4,1,4,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000224763,1,1,1,4,1,4,2,2,8,-8,4,2,E12000006,1,1,4,1,1
PTS000000211371,1,1,6,4,1,3,-8,2,-8,-8,1,-8,E12000004,1,1,2,1,1
PTS000000211434,1,1,5,4,1,2,-8,2,5,-8,2,2,E12000004,1,1,6,2,1
PTS000000210810,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000004,2,1,1,2,1
PTS000000379753,1,-8,-8,-8,-8,3,-8,1,-8,-8,1,-8,E12000002,-8,1,2,1,2
PTS000000097481,2,1,1,4,2,4,3,2,9,-8,1,6,E12000008,2,1,3,1,1
PTS000000096625,4,2,1,4,1,2,4,2,5,-8,2,8,E12000008,2,1,3,2,1
PTS000000320799,3,2,1,4,2,2,3,2,5,-8,1,8,E12000006,2,1,4,2,1
PTS000000010499,3,1,1,4,2,4,3,2,7,-8,1,2,E12000004,1,1,3,2,1
PTS000000247801,4,2,3,2,1,3,-8,2,5,-8,1,1,E12000008,2,1,4,2,1
PTS000000107718,-8,1,5,4,1,1,-8,2,8,-8,5,3,E12000008,2,1,7,2,1
PTS000000382392,3,1,6,4,2,3,-8,1,-8,-8,1,-8,E12000009,1,1,2,2,1
PTS000000210454,2,1,1,4,1,3,3,2,7,-8,1,3,E12000006,1,1,3,1,1
PTS000000287204,4,2,8,1,4,1,-8,2,6,-8,3,8,E12000002,9,1,6,2,1
PTS000000044256,1,1,1,4,2,2,3,2,5,-8,1,9,E12000008,1,1,2,2,1
PTS000000287370,4,-8,-8,-8,-8,2,-8,1,-8,-8,1,-8,E12000002,-8,1,2,2,2
PTS000000287139,2,1,1,4,3,3,3,2,8,-8,1,6,E12000002,2,1,3,1,1
PTS000000225732,-8,1,5,4,2,2,-8,2,-8,-8,2,-8,E12000008,2,1,7,2,1
PTS000000206904,2,1,1,4,1,2,3,2,5,-8,2,3,E12000002,2,1,6,2,1
PTS000000207709,1,1,1,4,1,2,3,2,8,-8,2,2,E12000002,2,1,5,2,1
PTS000000206931,1,1,2,4,3,1,3,2,7,-8,4,2,E12000002,9,1,5,2,1
PTS000000345839,1,1,1,4,3,1,3,2,7,-8,1,1,E12000009,2,1,5,2,1
PTS000000090435,2,1,4,4,1,2,-8,1,-8,-8,1,-8,E12000004,2,1,2,1,1
PTS000000090525,2,2,3,4,2,2,-8,2,7,-8,5,9,E12000004,2,1,6,1,1
PTS000000487124,2,-8,-8,-8,-8,2,-8,1,-8,-8,1,-8,E12000009,-8,1,2,2,2
PTS000000190678,-8,1,2,4,2,2,2,2,5,-8,2,1,E12000009,2,1,6,1,1
PTS000000162425,1,2,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000006,2,1,1,2,1
PTS000000006704,-8,1,5,4,4,2,-8,2,6,-8,2,5,E12000006,2,1,7,2,1
PTS000000512773,1,1,2,4,3,3,3,2,8,-8,4,1,E12000009,2,1,6,2,1
PTS000000161269,2,2,6,2,1,2,-8,1,-8,-8,1,-8,E12000006,2,1,2,2,1
PTS000000450033,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000005,2,1,1,2,1
PTS000000062736,4,1,1,3,1,5,3,2,7,E13000002,1,5,E12000007,1,1,5,2,1
PTS000000098652,2,2,1,4,2,4,3,2,5,-8,1,1,E12000006,8,1,5,1,1
PTS000000512360,1,-8,-8,-8,-8,2,-8,1,-8,-8,-8,-8,E12000009,-8,1,1,1,2
PTS000000451902,-8,1,5,4,1,2,-8,2,-8,-8,2,-8,E12000005,2,1,7,2,1
PTS000000512085,-8,2,5,4,3,1,-8,2,7,-8,4,4,E12000009,2,1,7,1,1
PTS000000202929,-8,1,5,4,2,2,-8,2,5,-8,2,8,E12000008,2,1,7,2,1
PTS000000583687,2,1,6,4,1,5,-8,1,9,-8,1,3,E12000003,1,1,2,1,1
PTS000000045263,2,1,1,4,1,2,3,2,2,-8,3,3,E12000009,1,1,5,2,1
PTS000000045524,-8,1,5,4,1,2,-8,2,2,-8,2,8,E12000009,2,1,7,1,1
PTS000000158925,4,2,7,4,3,4,-8,2,8,-8,4,3,E12000009,2,1,5,1,1
PTS000000246653,2,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000070901,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000001,9,1,1,2,1
PTS000000384609,2,1,1,4,1,1,3,2,8,-8,1,2,E12000009,1,1,3,2,1
PTS000000342016,3,1,1,4,4,3,4,2,5,-8,1,7,E12000008,1,1,2,1,1
PTS000000182958,3,2,1,4,2,2,3,2,2,-8,2,5,E12000002,2,1,4,2,1
PTS000000182879,1,1,1,4,1,2,3,2,7,-8,2,1,E12000002,1,1,4,2,1
PTS000000152012,1,2,2,1,1,2,4,2,8,-8,2,2,E12000002,4,1,4,2,1
PTS000000568839,4,2,1,2,1,4,4,2,7,E13000002,4,6,E12000007,2,1,5,1,1
PTS000000566893,2,-8,-8,-8,-8,2,-8,1,-8,E13000002,1,-8,E12000007,-8,1,2,1,2
PTS000000093116,2,2,1,1,2,2,3,2,6,-8,2,1,E12000005,1,1,4,2,1
PTS000000102417,2,1,2,4,2,2,1,2,4,-8,2,7,E12000006,2,1,5,1,1
PTS000000044651,2,1,-8,4,2,2,-8,1,-8,-8,-8,-8,E12000006,2,1,1,2,1
PTS000000044545,1,1,1,4,1,1,4,2,7,-8,4,1,E12000006,2,1,4,2,1
PTS000000188637,2,1,1,4,2,2,2,2,8,-8,2,6,E12000009,2,1,6,2,1
PTS000000152369,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000148535,3,1,6,4,1,4,-8,1,-8,-8,1,-8,E12000002,9,1,2,1,1
PTS000000193595,2,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000009,1,1,1,2,1
PTS000000140366,3,1,-8,4,2,3,-8,-8,-8,-8,-8,-8,E12000009,1,1,1,2,1
PTS000000138790,3,1,7,4,4,3,-8,2,5,-8,4,9,E12000009,1,1,6,1,1
PTS000000074721,2,1,1,4,1,2,3,2,7,-8,2,3,E12000006,2,1,6,2,1
PTS000000031242,-8,1,7,4,1,2,-8,2,8,-8,2,2,E12000005,9,1,7,1,1
PTS000000221745,3,2,6,4,2,4,-8,1,-8,-8,1,-8,E12000008,1,1,2,1,1
PTS000000604155,2,2,1,1,1,2,2,2,5,-8,2,9,E12000008,2,1,5,2,1
PTS000000008641,3,1,1,4,1,4,3,2,7,-8,1,1,E12000003,2,1,3,2,1
PTS000000224802,2,1,4,4,2,2,2,1,5,-8,2,9,E12000006,1,1,4,1,1
PTS000000034556,2,1,1,4,1,2,3,2,8,-8,1,2,E12000002,2,1,2,1,1
PTS000000100686,-8,2,1,4,1,-8,4,2,4,-8,2,2,E12000001,1,1,4,2,3
PTS000000351068,1,2,1,5,1,2,2,2,8,-8,2,4,E12000006,1,1,3,1,1
PTS000000260682,3,1,1,4,2,3,4,2,7,-8,1,1,E12000003,1,1,3,2,1
PTS000000471597,1,1,1,4,1,2,2,2,8,-8,2,2,E12000003,2,1,6,1,1
PTS000000514760,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,2,1,1,2,1
PTS000000508225,2,1,1,4,1,2,3,2,6,E13000002,2,3,E12000007,2,1,4,2,1
PTS000000025584,1,2,1,4,1,2,3,2,7,-8,2,2,E12000005,2,1,3,2,1
PTS000000030003,3,1,2,4,1,2,4,2,5,-8,2,5,E12000009,1,1,5,2,1
PTS000000029930,4,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000073457,1,2,1,4,2,3,3,2,4,-8,1,3,E12000006,1,1,3,2,1
PTS000000028176,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000182404,2,1,1,4,2,2,3,2,4,-8,2,5,E12000008,3,1,4,2,1
PTS000000556815,2,2,1,2,1,1,3,2,8,E13000002,1,3,E12000007,2,1,3,2,1
PTS000000114179,2,1,1,4,1,2,3,2,7,-8,2,2,E12000001,1,1,4,2,1
PTS000000162812,1,1,1,4,1,4,4,2,8,-8,4,2,E12000006,2,1,5,1,1
PTS000000503138,2,2,1,4,2,1,3,2,4,E13000001,4,2,E12000007,1,1,4,1,1
PTS000000158687,2,1,6,4,2,1,-8,2,5,-8,1,1,E12000009,1,1,3,1,1
PTS000000454652,4,2,7,1,2,2,-8,2,5,-8,2,7,E12000006,6,1,3,1,1
PTS000000235203,3,1,1,4,2,3,3,2,3,-8,1,5,E12000008,1,1,4,2,1
PTS000000227507,-8,1,5,4,2,2,-8,2,8,-8,2,3,E12000002,1,1,7,2,1
PTS000000438208,2,1,2,4,2,2,3,2,4,-8,1,5,E12000005,1,1,3,2,1
PTS000000438009,3,1,1,4,2,3,3,2,4,-8,1,5,E12000005,1,1,5,2,1
PTS000000535058,2,1,1,4,2,4,3,2,5,-8,1,5,E12000003,1,1,2,2,1
PTS000000408979,3,1,7,4,1,3,-8,2,8,E13000002,1,6,E12000007,1,1,4,1,1
PTS000000355054,4,1,1,4,2,4,3,2,8,-8,1,6,E12000006,9,1,5,1,1
PTS000000355743,2,1,1,4,1,2,3,2,8,-8,2,1,E12000006,1,1,4,2,1
PTS000000206471,2,1,1,4,1,2,3,2,8,-8,2,3,E12000005,1,1,4,1,1
PTS000000206669,2,2,6,2,1,3,-8,1,7,-8,1,9,E12000005,9,1,3,1,1
PTS000000212949,3,2,1,4,2,3,3,2,5,-8,4,4,E12000005,2,1,4,1,1
PTS000000046021,3,1,1,4,1,3,2,2,8,-8,1,6,E12000009,1,1,3,1,1
PTS000000007808,2,2,1,4,2,3,3,2,2,-8,4,7,E12000003,2,1,5,1,1
PTS000000106247,4,1,1,4,2,2,3,2,8,-8,2,6,E12000009,2,1,6,1,1
PTS000000013965,2,1,1,4,1,2,3,2,5,-8,2,2,E12000008,1,1,3,1,1
PTS000000522788,1,-8,-8,-8,-8,2,-8,1,-8,-8,-8,-8,E12000008,-8,1,1,1,2
PTS000000172478,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000468605,-8,1,8,4,1,4,-8,2,-8,-8,1,-8,E12000006,9,1,4,2,1
PTS000000344166,4,1,8,4,3,2,-8,2,5,-8,2,6,E12000008,1,1,3,1,1
PTS000000132144,3,1,5,4,1,3,-8,2,8,-8,4,1,E12000008,2,1,7,1,1
PTS000000131907,2,1,1,4,2,3,3,2,6,-8,4,2,E12000008,1,1,4,2,1
PTS000000244557,4,1,-8,4,1,4,-8,-8,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000244535,2,1,1,4,2,1,3,2,5,-8,1,4,E12000008,2,1,5,2,1
PTS000000338419,2,1,1,4,1,2,3,2,2,-8,2,1,E12000008,1,1,5,2,1
PTS000000123409,1,2,1,4,1,3,4,2,6,E13000001,1,2,E12000007,2,1,3,2,1
PTS000000123345,1,1,-8,4,1,2,-8,1,-8,E13000001,-8,-8,E12000007,2,1,1,1,1
PTS000000094186,1,1,1,4,1,2,2,2,5,-8,2,2,E12000004,1,1,3,1,1
PTS000000390178,-8,1,1,4,1,1,1,2,5,-8,4,3,E12000004,2,1,7,1,1
PTS000000101085,1,1,9,4,2,2,-8,2,8,-8,2,6,E12000004,2,1,6,1,1
PTS000000290265,3,1,1,4,4,4,2,2,8,-8,4,3,E12000004,2,1,5,1,1
PTS000000515615,4,1,7,4,2,2,-8,2,2,-8,2,3,E12000006,1,1,3,1,1
PTS000000002556,-8,1,2,4,2,2,2,2,5,-8,2,1,E12000008,1,1,7,2,1
PTS000000494624,4,2,7,1,3,2,-8,2,-8,E13000001,2,-8,E12000007,6,1,7,1,1
PTS000000192664,-8,1,5,4,2,2,-8,2,6,-8,2,7,E12000009,2,1,7,2,1
PTS000000548178,-8,1,5,4,2,2,-8,2,8,-8,2,2,E12000003,2,1,7,2,1
PTS000000420042,4,1,2,4,2,3,2,2,7,-8,1,5,E12000004,9,1,4,2,1
PTS000000350151,4,2,8,4,2,1,-8,2,5,-8,1,9,E12000006,1,1,4,1,1
